p	r	C_pr
1	1	110
1	2	90
1	3	90
1	4	20
1	5	130
1	6	110
1	7	90
1	8	20
1	9	90
1	10	20
1	11	20
1	12	0
1	13	130
1	14	130
1	15	110
1	16	90
1	17	110
1	18	60
1	19	90
1	20	90
1	21	50
1	22	0
1	23	130
1	24	110
1	25	90
1	26	20
1	27	40
1	28	130
1	29	20
1	30	70
1	31	90
1	32	70
1	33	90
1	34	90
1	35	40
1	36	70
1	37	70
1	38	70
1	39	110
1	40	110
2	1	90
2	2	70
2	3	50
2	4	0
2	5	70
2	6	70
2	7	70
2	8	20
2	9	70
2	10	20
2	11	20
2	12	20
2	13	90
2	14	90
2	15	70
2	16	90
2	17	70
2	18	40
2	19	90
2	20	90
2	21	50
2	22	0
2	23	90
2	24	90
2	25	70
2	26	0
2	27	20
2	28	70
2	29	0
2	30	70
2	31	70
2	32	70
2	33	70
2	34	130
2	35	40
2	36	50
2	37	70
2	38	50
2	39	50
2	40	110
3	1	90
3	2	110
3	3	80
3	4	10
3	5	110
3	6	100
3	7	100
3	8	40
3	9	120
3	10	50
3	11	40
3	12	20
3	13	120
3	14	110
3	15	120
3	16	120
3	17	100
3	18	50
3	19	80
3	20	90
3	21	80
3	22	30
3	23	120
3	24	140
3	25	80
3	26	20
3	27	30
3	28	130
3	29	50
3	30	100
3	31	110
3	32	50
3	33	80
3	34	130
3	35	70
3	36	60
3	37	90
3	38	60
3	39	120
3	40	120
4	1	70
4	2	60
4	3	30
4	4	60
4	5	40
4	6	30
4	7	80
4	8	90
4	9	120
4	10	80
4	11	90
4	12	70
4	13	100
4	14	90
4	15	120
4	16	70
4	17	80
4	18	80
4	19	60
4	20	70
4	21	30
4	22	80
4	23	100
4	24	140
4	25	60
4	26	70
4	27	80
4	28	80
4	29	100
4	30	100
4	31	60
4	32	50
4	33	60
4	34	60
4	35	120
4	36	10
4	37	40
4	38	60
4	39	120
4	40	120
5	1	90
5	2	0
5	3	30
5	4	60
5	5	20
5	6	30
5	7	80
5	8	50
5	9	60
5	10	80
5	11	50
5	12	50
5	13	120
5	14	110
5	15	60
5	16	30
5	17	80
5	18	120
5	19	100
5	20	70
5	21	10
5	22	60
5	23	100
5	24	80
5	25	80
5	26	50
5	27	100
5	28	20
5	29	60
5	30	60
5	31	20
5	32	70
5	33	100
5	34	40
5	35	80
5	36	10
5	37	20
5	38	60
5	39	60
5	40	100
6	1	50
6	2	70
6	3	80
6	4	0
6	5	50
6	6	60
6	7	60
6	8	20
6	9	70
6	10	20
6	11	20
6	12	20
6	13	80
6	14	70
6	15	70
6	16	80
6	17	60
6	18	20
6	19	60
6	20	70
6	21	80
6	22	30
6	23	60
6	24	80
6	25	60
6	26	0
6	27	30
6	28	50
6	29	20
6	30	80
6	31	70
6	32	50
6	33	70
6	34	90
6	35	20
6	36	50
6	37	70
6	38	60
6	39	50
6	40	80
7	1	70
7	2	40
7	3	30
7	4	80
7	5	40
7	6	50
7	7	80
7	8	70
7	9	80
7	10	60
7	11	50
7	12	50
7	13	80
7	14	90
7	15	100
7	16	30
7	17	80
7	18	80
7	19	80
7	20	70
7	21	10
7	22	60
7	23	100
7	24	100
7	25	80
7	26	70
7	27	80
7	28	40
7	29	80
7	30	60
7	31	20
7	32	70
7	33	80
7	34	0
7	35	80
7	36	30
7	37	0
7	38	80
7	39	100
7	40	100
8	1	70
8	2	20
8	3	30
8	4	60
8	5	20
8	6	30
8	7	100
8	8	70
8	9	60
8	10	80
8	11	50
8	12	50
8	13	100
8	14	90
8	15	60
8	16	30
8	17	80
8	18	100
8	19	80
8	20	70
8	21	10
8	22	60
8	23	80
8	24	80
8	25	80
8	26	70
8	27	80
8	28	20
8	29	60
8	30	60
8	31	0
8	32	50
8	33	100
8	34	20
8	35	80
8	36	10
8	37	0
8	38	60
8	39	80
8	40	60
9	1	110
9	2	90
9	3	100
9	4	10
9	5	110
9	6	100
9	7	100
9	8	20
9	9	100
9	10	50
9	11	20
9	12	0
9	13	120
9	14	110
9	15	100
9	16	80
9	17	100
9	18	50
9	19	100
9	20	70
9	21	80
9	22	30
9	23	140
9	24	100
9	25	80
9	26	20
9	27	30
9	28	110
9	29	50
9	30	80
9	31	90
9	32	70
9	33	100
9	34	70
9	35	30
9	36	60
9	37	70
9	38	60
9	39	120
9	40	100
10	1	110
10	2	20
10	3	20
10	4	50
10	5	40
10	6	20
10	7	70
10	8	70
10	9	90
10	10	70
10	11	90
10	12	70
10	13	90
10	14	70
10	15	90
10	16	20
10	17	90
10	18	70
10	19	90
10	20	90
10	21	0
10	22	50
10	23	110
10	24	70
10	25	70
10	26	50
10	27	50
10	28	20
10	29	50
10	30	90
10	31	0
10	32	70
10	33	70
10	34	60
10	35	70
10	36	0
10	37	0
10	38	50
10	39	70
10	40	90
11	1	110
11	2	40
11	3	40
11	4	70
11	5	80
11	6	60
11	7	90
11	8	70
11	9	90
11	10	70
11	11	70
11	12	50
11	13	130
11	14	130
11	15	110
11	16	40
11	17	110
11	18	110
11	19	90
11	20	90
11	21	0
11	22	50
11	23	130
11	24	110
11	25	90
11	26	70
11	27	90
11	28	80
11	29	70
11	30	70
11	31	40
11	32	70
11	33	90
11	34	40
11	35	90
11	36	20
11	37	20
11	38	70
11	39	110
11	40	110
12	1	90
12	2	50
12	3	100
12	4	10
12	5	70
12	6	60
12	7	60
12	8	0
12	9	80
12	10	10
12	11	20
12	12	0
12	13	100
12	14	70
12	15	80
12	16	60
12	17	80
12	18	30
12	19	80
12	20	50
12	21	60
12	22	10
12	23	100
12	24	60
12	25	60
12	26	0
12	27	30
12	28	70
12	29	10
12	30	80
12	31	50
12	32	70
12	33	80
12	34	50
12	35	10
12	36	60
12	37	50
12	38	60
12	39	80
12	40	80
13	1	90
13	2	50
13	3	60
13	4	10
13	5	70
13	6	80
13	7	80
13	8	0
13	9	80
13	10	30
13	11	20
13	12	20
13	13	100
13	14	90
13	15	60
13	16	80
13	17	80
13	18	50
13	19	100
13	20	70
13	21	60
13	22	10
13	23	100
13	24	80
13	25	80
13	26	0
13	27	30
13	28	70
13	29	10
13	30	80
13	31	70
13	32	70
13	33	80
13	34	110
13	35	30
13	36	60
13	37	70
13	38	60
13	39	60
13	40	100
14	1	70
14	2	60
14	3	20
14	4	50
14	5	20
14	6	20
14	7	70
14	8	90
14	9	70
14	10	70
14	11	50
14	12	50
14	13	90
14	14	110
14	15	90
14	16	60
14	17	50
14	18	90
14	19	70
14	20	70
14	21	20
14	22	70
14	23	90
14	24	130
14	25	50
14	26	70
14	27	90
14	28	60
14	29	90
14	30	50
14	31	60
14	32	70
14	33	70
14	34	40
14	35	110
14	36	0
14	37	40
14	38	50
14	39	90
14	40	130
15	1	70
15	2	40
15	3	30
15	4	50
15	5	20
15	6	10
15	7	80
15	8	90
15	9	90
15	10	70
15	11	90
15	12	70
15	13	80
15	14	50
15	15	90
15	16	50
15	17	80
15	18	50
15	19	60
15	20	70
15	21	30
15	22	80
15	23	80
15	24	100
15	25	60
15	26	70
15	27	60
15	28	40
15	29	70
15	30	100
15	31	20
15	32	50
15	33	50
15	34	40
15	35	90
15	36	0
15	37	20
15	38	60
15	39	90
15	40	80
16	1	50
16	2	50
16	3	70
16	4	0
16	5	50
16	6	50
16	7	50
16	8	0
16	9	50
16	10	0
16	11	0
16	12	0
16	13	70
16	14	70
16	15	50
16	16	50
16	17	50
16	18	20
16	19	50
16	20	50
16	21	50
16	22	0
16	23	50
16	24	50
16	25	50
16	26	0
16	27	20
16	28	50
16	29	0
16	30	50
16	31	50
16	32	50
16	33	70
16	34	50
16	35	0
16	36	50
16	37	50
16	38	50
16	39	50
16	40	50
17	1	70
17	2	40
17	3	30
17	4	50
17	5	40
17	6	50
17	7	80
17	8	70
17	9	70
17	10	70
17	11	50
17	12	50
17	13	120
17	14	130
17	15	90
17	16	50
17	17	80
17	18	110
17	19	80
17	20	90
17	21	10
17	22	60
17	23	100
17	24	120
17	25	80
17	26	50
17	27	100
17	28	40
17	29	70
17	30	60
17	31	40
17	32	50
17	33	90
17	34	60
17	35	90
17	36	0
17	37	20
17	38	60
17	39	70
17	40	120
18	1	70
18	2	0
18	3	30
18	4	60
18	5	10
18	6	10
18	7	60
18	8	60
18	9	60
18	10	60
18	11	60
18	12	50
18	13	80
18	14	70
18	15	60
18	16	10
18	17	60
18	18	80
18	19	80
18	20	60
18	21	10
18	22	60
18	23	80
18	24	60
18	25	60
18	26	60
18	27	80
18	28	10
18	29	60
18	30	60
18	31	10
18	32	70
18	33	80
18	34	10
18	35	60
18	36	10
18	37	0
18	38	60
18	39	60
18	40	80
19	1	70
19	2	90
19	3	80
19	4	20
19	5	90
19	6	100
19	7	80
19	8	20
19	9	70
19	10	0
19	11	0
19	12	0
19	13	80
19	14	90
19	15	90
19	16	80
19	17	80
19	18	20
19	19	80
19	20	70
19	21	60
19	22	10
19	23	100
19	24	100
19	25	80
19	26	20
19	27	30
19	28	90
19	29	20
19	30	60
19	31	70
19	32	70
19	33	70
19	34	50
19	35	20
