p	d	Pr(p,d)
1	1	1.00
1	2	1.00
1	3	0.13
2	1	1.00
2	2	0.06
3	1	1.00
3	2	1.00
3	3	0.76
4	1	1.00
4	2	1.00
4	3	0.02
5	1	1.00
5	2	1.00
5	3	1.00
5	4	0.81
6	1	1.00
6	2	1.00
6	3	0.58
7	1	1.00
7	2	1.00
7	3	0.00
8	1	1.00
8	2	1.00
8	3	1.00
8	4	1.00
8	5	1.00
8	6	1.00
8	7	0.61
9	1	1.00
9	2	1.00
9	3	1.00
9	4	0.71
10	1	1.00
10	2	1.00
10	3	0.60
11	1	1.00
11	2	0.83
12	1	1.00
12	2	1.00
12	3	0.95
13	1	1.00
13	2	1.00
13	3	1.00
13	4	1.00
13	5	1.00
13	6	1.00
13	7	1.00
13	8	1.00
13	9	1.00
13	10	1.00
13	11	0.50
14	1	1.00
14	2	1.00
14	3	0.38
15	1	1.00
15	2	0.48
16	1	1.00
16	2	0.86
17	1	1.00
17	2	1.00
17	3	1.00
17	4	1.00
17	5	1.00
17	6	1.00
17	7	0.08
18	1	1.00
18	2	1.00
18	3	1.00
18	4	1.00
18	5	1.00
18	6	1.00
18	7	0.13
19	1	1.00
19	2	1.00
19	3	0.43
20	1	1.00
20	2	0.46
21	1	1.00
21	2	1.00
21	3	1.00
21	4	0.74
22	1	1.00
22	2	1.00
22	3	1.00
22	4	1.00
22	5	1.00
22	6	1.00
22	7	0.57
23	1	1.00
23	2	1.00
23	3	1.00
23	4	1.00
23	5	1.00
23	6	0.46
24	1	1.00
24	2	1.00
24	3	0.75
25	1	1.00
25	2	0.58
26	1	1.00
26	2	1.00
26	3	0.95
27	1	1.00
27	2	0.77
28	1	1.00
28	2	1.00
28	3	1.00
28	4	1.00
28	5	1.00
28	6	1.00
28	7	1.00
28	8	1.00
28	9	1.00
28	10	0.03
29	1	1.00
29	2	1.00
29	3	0.63
30	1	1.00
30	2	1.00
30	3	0.97
31	1	1.00
31	2	1.00
31	3	1.00
31	4	0.83
32	1	1.00
32	2	1.00
32	3	0.14
33	1	1.00
33	2	1.00
33	3	0.82
34	1	1.00
34	2	1.00
34	3	0.70
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	0.43
36	1	1.00
36	2	1.00
36	3	1.00
36	4	1.00
36	5	1.00
36	6	0.74
37	1	1.00
37	2	1.00
37	3	1.00
37	4	1.00
37	5	1.00
37	6	1.00
37	7	1.00
37	8	0.51
38	1	1.00
38	2	1.00
38	3	1.00
38	4	1.00
38	5	1.00
38	6	1.00
38	7	1.00
38	8	1.00
38	9	1.00
38	10	0.32
39	1	1.00
39	2	0.98
40	1	1.00
40	2	1.00
40	3	0.42
41	1	1.00
41	2	1.00
41	3	1.00
41	4	1.00
41	5	1.00
41	6	1.00
41	7	1.00
41	8	0.27
42	1	1.00
42	2	1.00
42	3	1.00
42	4	1.00
42	5	1.00
42	6	1.00
42	7	1.00
42	8	1.00
42	9	1.00
42	10	1.00
42	11	0.79
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.08
44	1	1.00
44	2	0.60
45	1	1.00
45	2	1.00
45	3	1.00
45	4	0.34
46	1	1.00
46	2	0.86
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	0.21
48	1	1.00
48	2	1.00
48	3	1.00
48	4	0.25
49	1	1.00
49	2	1.00
49	3	1.00
49	4	0.55
50	1	1.00
50	2	1.00
50	3	1.00
50	4	0.53
