p	r	C_pr
1	1	70
1	2	50
1	3	50
1	4	40
1	5	90
1	6	70
1	7	100
1	8	100
2	1	20
2	2	50
2	3	50
2	4	50
2	5	20
2	6	50
2	7	60
2	8	50
3	1	20
3	2	50
3	3	50
3	4	90
3	5	40
3	6	50
3	7	80
3	8	70
4	1	20
4	2	50
4	3	50
4	4	70
4	5	20
4	6	50
4	7	60
4	8	80
5	1	20
5	2	70
5	3	70
5	4	110
5	5	40
5	6	90
5	7	120
5	8	110
6	1	70
6	2	50
6	3	50
6	4	40
6	5	70
6	6	50
6	7	80
6	8	90
7	1	40
7	2	50
7	3	50
7	4	50
7	5	20
7	6	50
7	7	60
7	8	70
8	1	70
8	2	70
8	3	70
8	4	20
8	5	70
8	6	90
8	7	100
8	8	100
9	1	90
9	2	50
9	3	50
9	4	20
9	5	70
9	6	50
9	7	80
9	8	90
10	1	0
10	2	70
10	3	70
10	4	70
10	5	20
10	6	90
10	7	100
10	8	70
11	1	70
11	2	50
11	3	50
11	4	20
11	5	70
11	6	70
11	7	100
11	8	100
12	1	20
12	2	50
12	3	50
12	4	70
12	5	0
12	6	50
12	7	80
12	8	100
13	1	0
13	2	50
13	3	50
13	4	50
13	5	0
13	6	50
13	7	60
13	8	50
14	1	20
14	2	50
14	3	50
14	4	70
14	5	40
14	6	70
14	7	70
14	8	70
15	1	70
15	2	50
15	3	50
15	4	20
15	5	110
15	6	70
15	7	80
15	8	50
16	1	70
16	2	50
16	3	50
16	4	0
16	5	70
16	6	50
16	7	60
16	8	50
17	1	20
17	2	50
17	3	50
17	4	70
17	5	20
17	6	50
17	7	60
17	8	80
18	1	40
18	2	50
18	3	50
18	4	50
18	5	40
18	6	70
18	7	80
18	8	70
19	1	50
19	2	50
19	3	50
19	4	40
19	5	70
19	6	50
19	7	70
19	8	70
20	1	90
20	2	50
20	3	50
20	4	20
20	5	110
20	6	70
20	7	80
20	8	70
21	1	0
21	2	70
21	3	70
21	4	110
21	5	20
21	6	70
21	7	100
21	8	100
22	1	40
22	2	50
22	3	50
22	4	90
22	5	40
22	6	50
22	7	80
22	8	90
23	1	20
23	2	70
23	3	70
23	4	90
23	5	20
23	6	70
23	7	80
23	8	90
24	1	40
24	2	50
24	3	50
24	4	70
24	5	40
24	6	70
24	7	100
24	8	100
25	1	20
25	2	50
25	3	50
25	4	70
25	5	40
25	6	50
25	7	60
25	8	50
26	1	50
26	2	50
26	3	50
26	4	20
26	5	70
26	6	50
26	7	60
26	8	50
27	1	70
27	2	50
27	3	50
27	4	40
27	5	90
27	6	50
27	7	80
27	8	80
28	1	20
28	2	50
28	3	50
28	4	50
28	5	0
28	6	50
28	7	60
28	8	70
29	1	50
29	2	50
29	3	50
29	4	20
29	5	70
29	6	50
29	7	60
29	8	50
30	1	20
30	2	70
30	3	70
30	4	90
30	5	0
30	6	70
30	7	90
30	8	110
31	1	20
31	2	50
31	3	50
31	4	50
31	5	20
31	6	50
31	7	50
31	8	50
32	1	40
32	2	50
32	3	50
32	4	70
32	5	40
32	6	70
32	7	100
32	8	90
33	1	50
33	2	70
33	3	70
33	4	20
33	5	50
33	6	70
33	7	70
33	8	70
34	1	50
34	2	70
34	3	70
34	4	40
34	5	50
34	6	70
34	7	100
34	8	100
35	1	40
35	2	50
35	3	50
35	4	70
35	5	40
35	6	70
35	7	100
35	8	90
36	1	50
36	2	70
36	3	70
36	4	20
36	5	50
36	6	70
36	7	80
36	8	70
37	1	20
37	2	70
37	3	70
37	4	70
37	5	0
37	6	70
37	7	80
37	8	90
38	1	90
38	2	50
38	3	50
38	4	20
38	5	90
38	6	50
38	7	60
38	8	80
39	1	70
39	2	50
39	3	50
39	4	40
39	5	90
39	6	50
39	7	80
39	8	70
40	1	0
40	2	70
40	3	70
40	4	110
40	5	40
40	6	90
40	7	120
40	8	90
41	1	40
41	2	50
41	3	50
41	4	50
41	5	40
41	6	70
41	7	70
41	8	70
42	1	70
42	2	70
42	3	70
42	4	20
42	5	70
42	6	90
42	7	100
42	8	100
43	1	90
43	2	50
43	3	50
43	4	20
43	5	90
43	6	70
43	7	90
43	8	90
44	1	70
44	2	70
44	3	70
44	4	20
44	5	70
44	6	90
44	7	100
44	8	100
45	1	0
45	2	70
45	3	70
45	4	110
45	5	40
45	6	90
45	7	120
45	8	90
46	1	0
46	2	50
46	3	50
46	4	50
46	5	0
46	6	50
46	7	60
46	8	50
47	1	20
47	2	50
47	3	50
47	4	90
47	5	40
47	6	70
47	7	100
47	8	90
48	1	70
48	2	50
48	3	50
48	4	20
48	5	70
48	6	50
48	7	80
48	8	70
49	1	70
49	2	50
49	3	50
49	4	20
49	5	70
49	6	50
49	7	50
49	8	70
50	1	50
50	2	50
50	3	50
50	4	40
50	5	70
50	6	50
50	7	80
50	8	70
