p	d	Pr(p,d)
1	1	1.00
1	2	1.00
1	3	0.27
2	1	1.00
2	2	1.00
2	3	0.30
3	1	1.00
3	2	0.37
4	1	1.00
4	2	1.00
4	3	0.39
5	1	1.00
5	2	1.00
5	3	0.39
6	1	1.00
6	2	1.00
6	3	1.00
6	4	0.24
7	1	1.00
7	2	1.00
7	3	1.00
7	4	0.53
8	1	1.00
8	2	1.00
8	3	1.00
8	4	1.00
8	5	1.00
8	6	1.00
8	7	1.00
8	8	1.00
8	9	0.91
9	1	1.00
9	2	1.00
9	3	1.00
9	4	1.00
9	5	1.00
9	6	1.00
9	7	1.00
9	8	0.14
10	1	1.00
10	2	1.00
10	3	1.00
10	4	1.00
10	5	1.00
10	6	0.95
11	1	1.00
11	2	1.00
11	3	1.00
11	4	1.00
11	5	1.00
11	6	0.76
12	1	1.00
12	2	1.00
12	3	1.00
12	4	1.00
12	5	1.00
12	6	0.09
13	1	1.00
13	2	1.00
13	3	1.00
13	4	1.00
13	5	1.00
13	6	0.92
14	1	1.00
14	2	0.20
15	1	1.00
15	2	1.00
15	3	1.00
15	4	0.20
16	1	1.00
16	2	0.04
17	1	1.00
17	2	1.00
17	3	0.25
18	1	1.00
18	2	1.00
18	3	0.08
19	1	1.00
19	2	1.00
19	3	1.00
19	4	0.58
20	1	1.00
20	2	0.71
21	1	1.00
21	2	1.00
21	3	1.00
21	4	1.00
21	5	1.00
21	6	1.00
21	7	1.00
21	8	0.17
22	1	1.00
22	2	1.00
22	3	1.00
22	4	1.00
22	5	1.00
22	6	1.00
22	7	1.00
22	8	1.00
22	9	1.00
22	10	1.00
22	11	0.37
23	1	1.00
23	2	0.65
24	1	1.00
24	2	1.00
24	3	0.82
25	1	1.00
25	2	1.00
25	3	1.00
25	4	1.00
25	5	1.00
25	6	0.72
26	1	1.00
26	2	0.26
27	1	1.00
27	2	1.00
27	3	1.00
27	4	1.00
27	5	0.18
28	1	1.00
28	2	0.70
29	1	1.00
29	2	1.00
29	3	0.60
30	1	1.00
30	2	1.00
30	3	1.00
30	4	0.46
31	1	1.00
31	2	1.00
31	3	1.00
31	4	0.61
32	1	1.00
32	2	1.00
32	3	1.00
32	4	0.54
33	1	1.00
33	2	1.00
33	3	0.48
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.60
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	1.00
35	6	0.40
36	1	1.00
36	2	1.00
36	3	1.00
36	4	0.74
37	1	1.00
37	2	1.00
37	3	0.23
38	1	1.00
38	2	1.00
38	3	1.00
38	4	0.55
39	1	1.00
39	2	1.00
39	3	0.72
40	1	1.00
40	2	1.00
40	3	1.00
40	4	0.09
41	1	1.00
41	2	0.78
42	1	1.00
42	2	1.00
42	3	0.47
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.03
44	1	1.00
44	2	1.00
44	3	0.63
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	0.59
46	1	1.00
46	2	0.98
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	1.00
47	8	1.00
47	9	0.50
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	1.00
48	7	1.00
48	8	0.58
49	1	1.00
49	2	1.00
49	3	1.00
49	4	1.00
49	5	1.00
49	6	1.00
49	7	0.70
50	1	1.00
50	2	1.00
50	3	1.00
50	4	1.00
50	5	1.00
50	6	0.88
