p	r	C_pr
1	1	50
1	2	50
1	3	50
1	4	50
1	5	50
1	6	50
1	7	50
1	8	50
2	1	50
2	2	50
2	3	50
2	4	80
2	5	50
2	6	60
2	7	70
2	8	60
3	1	50
3	2	90
3	3	50
3	4	50
3	5	50
3	6	70
3	7	70
3	8	50
4	1	0
4	2	90
4	3	0
4	4	50
4	5	50
4	6	70
4	7	70
4	8	50
5	1	10
5	2	60
5	3	10
5	4	60
5	5	50
5	6	60
5	7	50
5	8	60
6	1	50
6	2	90
6	3	50
6	4	70
6	5	50
6	6	70
6	7	90
6	8	50
7	1	0
7	2	70
7	3	0
7	4	70
7	5	50
7	6	50
7	7	70
7	8	50
8	1	50
8	2	70
8	3	50
8	4	80
8	5	50
8	6	60
8	7	70
8	8	60
9	1	70
9	2	50
9	3	70
9	4	90
9	5	70
9	6	70
9	7	90
9	8	70
10	1	50
10	2	70
10	3	50
10	4	70
10	5	50
10	6	70
10	7	90
10	8	50
11	1	50
11	2	90
11	3	50
11	4	70
11	5	50
11	6	70
11	7	90
11	8	50
12	1	20
12	2	50
12	3	20
12	4	100
12	5	70
12	6	80
12	7	90
12	8	80
13	1	50
13	2	70
13	3	50
13	4	70
13	5	50
13	6	50
13	7	70
13	8	50
14	1	80
14	2	80
14	3	80
14	4	80
14	5	70
14	6	100
14	7	90
14	8	80
15	1	0
15	2	70
15	3	0
15	4	70
15	5	50
15	6	50
15	7	70
15	8	50
16	1	0
16	2	90
16	3	0
16	4	60
16	5	50
16	6	80
16	7	70
16	8	60
17	1	50
17	2	50
17	3	50
17	4	50
17	5	50
17	6	50
17	7	50
17	8	50
18	1	60
18	2	60
18	3	60
18	4	80
18	5	50
18	6	60
18	7	70
18	8	60
19	1	10
19	2	60
19	3	10
19	4	60
19	5	50
19	6	60
19	7	50
19	8	60
20	1	0
20	2	70
20	3	0
20	4	60
20	5	50
20	6	60
20	7	50
20	8	60
21	1	60
21	2	80
21	3	60
21	4	60
21	5	50
21	6	80
21	7	70
21	8	60
22	1	20
22	2	50
22	3	20
22	4	90
22	5	70
22	6	70
22	7	90
22	8	70
23	1	0
23	2	50
23	3	0
23	4	70
23	5	50
23	6	50
23	7	70
23	8	50
24	1	60
24	2	100
24	3	60
24	4	60
24	5	50
24	6	80
24	7	70
24	8	60
25	1	0
25	2	70
25	3	0
25	4	60
25	5	50
25	6	60
25	7	50
25	8	60
26	1	20
26	2	50
26	3	20
26	4	70
26	5	70
26	6	70
26	7	70
26	8	70
27	1	0
27	2	70
27	3	0
27	4	50
27	5	50
27	6	70
27	7	70
27	8	50
28	1	80
28	2	80
28	3	80
28	4	80
28	5	70
28	6	100
28	7	90
28	8	80
29	1	50
29	2	90
29	3	50
29	4	70
29	5	50
29	6	70
29	7	90
29	8	50
30	1	50
30	2	50
30	3	50
30	4	80
30	5	50
30	6	60
30	7	70
30	8	60
31	1	30
31	2	80
31	3	30
31	4	100
31	5	70
31	6	100
31	7	110
31	8	80
32	1	10
32	2	60
32	3	10
32	4	80
32	5	50
32	6	60
32	7	70
32	8	60
33	1	10
33	2	60
33	3	10
33	4	80
33	5	50
33	6	60
33	7	70
33	8	60
34	1	70
34	2	50
34	3	70
34	4	90
34	5	70
34	6	70
34	7	90
34	8	70
35	1	0
35	2	90
35	3	0
35	4	50
35	5	50
35	6	70
35	7	70
35	8	50
36	1	80
36	2	80
36	3	80
36	4	100
36	5	70
36	6	100
36	7	110
36	8	80
37	1	50
37	2	90
37	3	50
37	4	80
37	5	50
37	6	80
37	7	90
37	8	60
38	1	20
38	2	50
38	3	20
38	4	70
38	5	70
38	6	70
38	7	70
38	8	70
39	1	0
39	2	70
39	3	0
39	4	50
39	5	50
39	6	70
39	7	70
39	8	50
40	1	30
40	2	80
40	3	30
40	4	100
40	5	70
40	6	100
40	7	110
40	8	80
41	1	50
41	2	50
41	3	50
41	4	70
41	5	50
41	6	50
41	7	70
41	8	50
42	1	50
42	2	70
42	3	50
42	4	50
42	5	50
42	6	70
42	7	70
42	8	50
43	1	0
43	2	50
43	3	0
43	4	70
43	5	50
43	6	50
43	7	70
43	8	50
44	1	0
44	2	90
44	3	0
44	4	50
44	5	50
44	6	70
44	7	70
44	8	50
45	1	50
45	2	90
45	3	50
45	4	50
45	5	50
45	6	70
45	7	70
45	8	50
46	1	20
46	2	50
46	3	20
46	4	70
46	5	70
46	6	70
46	7	70
46	8	70
47	1	70
47	2	70
47	3	70
47	4	70
47	5	70
47	6	90
47	7	90
47	8	70
48	1	0
48	2	70
48	3	0
48	4	70
48	5	50
48	6	50
48	7	70
48	8	50
49	1	60
49	2	100
49	3	60
49	4	80
49	5	50
49	6	80
49	7	90
49	8	60
50	1	50
50	2	90
50	3	50
50	4	50
50	5	50
50	6	70
50	7	70
50	8	50
