p	Fe	Ma
1	1	0
2	1	0
3	1	0
4	0	1
5	0	1
6	1	0
7	0	1
8	0	1
9	1	0
10	0	1
11	0	1
12	1	0
13	1	0
14	0	1
15	0	1
16	1	0
17	0	1
18	0	1
19	1	0
20	1	0
21	1	0
22	0	1
23	1	0
24	1	0
25	0	1
26	1	0
27	0	1
28	1	0
29	1	0
30	0	1
31	1	0
32	0	1
33	0	1
34	0	1
35	0	1
36	1	0
37	1	0
38	0	1
39	0	1
40	1	0
41	0	1
42	0	1
43	0	1
44	0	1
45	0	1
46	0	1
47	0	1
48	0	1
49	1	0
50	1	0
51	1	0
52	0	1
53	0	1
54	0	1
55	0	1
56	0	1
57	0	1
58	0	1
59	0	1
60	1	0
61	0	1
62	0	1
63	1	0
64	0	1
65	1	0
66	1	0
67	1	0
68	1	0
69	1	0
70	1	0
71	1	0
72	0	1
73	1	0
74	1	0
75	0	1
76	1	0
77	1	0
78	0	1
79	0	1
80	1	0
81	1	0
82	0	1
83	1	0
84	1	0
85	1	0
86	1	0
87	1	0
88	0	1
89	1	0
90	1	0
91	0	1
92	0	1
93	1	0
94	1	0
95	0	1
96	0	1
97	0	1
98	0	1
99	0	1
100	1	0
101	1	0
102	1	0
103	1	0
104	1	0
105	1	0
106	0	1
107	0	1
108	0	1
109	0	1
110	0	1
111	1	0
112	0	1
113	1	0
114	0	1
115	0	1
116	1	0
117	1	0
118	1	0
119	0	1
120	0	1
121	0	1
122	0	1
123	1	0
124	1	0
125	1	0
126	1	0
127	1	0
128	0	1
129	0	1
130	1	0
131	0	1
132	1	0
133	0	1
134	1	0
135	1	0
136	0	1
137	1	0
138	1	0
139	0	1
140	1	0
141	1	0
142	1	0
143	0	1
144	0	1
145	1	0
146	1	0
147	1	0
148	0	1
149	1	0
150	1	0
151	0	1
152	1	0
153	0	1
154	0	1
155	1	0
156	0	1
157	1	0
158	0	1
159	1	0
160	1	0
161	1	0
162	0	1
163	1	0
164	0	1
165	1	0
166	1	0
167	0	1
168	1	0
169	1	0
170	1	0
171	1	0
172	1	0
173	0	1
174	0	1
175	1	0
176	1	0
177	0	1
178	0	1
179	1	0
180	0	1
181	1	0
182	0	1
183	0	1
184	0	1
185	0	1
186	0	1
187	0	1
188	0	1
189	1	0
190	0	1
191	1	0
192	1	0
193	0	1
194	1	0
195	1	0
196	0	1
197	1	0
198	1	0
199	1	0
200	0	1
201	0	1
202	1	0
