p	d	Pr(p,d)
1	1	1.00
1	2	1.00
1	3	1.00
1	4	0.17
2	1	1.00
2	2	1.00
2	3	0.89
3	1	1.00
3	2	1.00
3	3	1.00
3	4	1.00
3	5	1.00
3	6	1.00
3	7	0.41
4	1	1.00
4	2	1.00
4	3	1.00
4	4	0.82
5	1	1.00
5	2	1.00
5	3	1.00
5	4	0.70
6	1	1.00
6	2	1.00
6	3	1.00
6	4	1.00
6	5	1.00
6	6	1.00
6	7	1.00
6	8	1.00
6	9	1.00
6	10	0.57
7	1	1.00
7	2	1.00
7	3	1.00
7	4	1.00
7	5	1.00
7	6	1.00
7	7	1.00
7	8	1.00
7	9	1.00
7	10	0.09
8	1	1.00
8	2	1.00
8	3	1.00
8	4	1.00
8	5	0.02
9	1	1.00
9	2	1.00
9	3	0.72
10	1	1.00
10	2	1.00
10	3	1.00
10	4	1.00
10	5	1.00
10	6	0.51
11	1	1.00
11	2	1.00
11	3	0.93
12	1	1.00
12	2	1.00
12	3	1.00
12	4	1.00
12	5	1.00
12	6	1.00
12	7	1.00
12	8	0.16
13	1	1.00
13	2	1.00
13	3	0.96
14	1	1.00
14	2	0.39
15	1	1.00
15	2	1.00
15	3	1.00
15	4	1.00
15	5	1.00
15	6	1.00
15	7	1.00
15	8	1.00
15	9	0.89
16	1	1.00
16	2	1.00
16	3	1.00
16	4	0.80
17	1	1.00
17	2	1.00
17	3	1.00
17	4	1.00
17	5	1.00
17	6	1.00
17	7	1.00
17	8	1.00
17	9	0.49
18	1	1.00
18	2	1.00
18	3	1.00
18	4	1.00
18	5	1.00
18	6	1.00
18	7	0.66
19	1	1.00
19	2	1.00
19	3	1.00
19	4	1.00
19	5	1.00
19	6	1.00
19	7	1.00
19	8	1.00
19	9	1.00
19	10	1.00
19	11	0.23
20	1	1.00
20	2	1.00
20	3	1.00
20	4	1.00
20	5	0.65
21	1	1.00
21	2	1.00
21	3	1.00
21	4	1.00
21	5	1.00
21	6	1.00
21	7	1.00
21	8	0.70
22	1	1.00
22	2	0.04
23	1	1.00
23	2	1.00
23	3	1.00
23	4	1.00
23	5	1.00
23	6	1.00
23	7	0.89
24	1	1.00
24	2	1.00
24	3	0.92
25	1	1.00
25	2	1.00
25	3	1.00
25	4	1.00
25	5	1.00
25	6	1.00
25	7	1.00
25	8	1.00
25	9	0.91
26	1	1.00
26	2	1.00
26	3	0.48
27	1	1.00
27	2	1.00
27	3	1.00
27	4	1.00
27	5	0.05
28	1	1.00
28	2	1.00
28	3	1.00
28	4	0.72
29	1	1.00
29	2	0.15
30	1	1.00
30	2	1.00
30	3	0.92
31	1	1.00
31	2	1.00
31	3	0.38
32	1	1.00
32	2	1.00
32	3	0.28
33	1	1.00
33	2	1.00
33	3	1.00
33	4	1.00
33	5	1.00
33	6	1.00
33	7	1.00
33	8	1.00
33	9	0.84
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.29
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	1.00
35	6	1.00
35	7	0.90
36	1	1.00
36	2	0.74
37	1	1.00
37	2	1.00
37	3	1.00
37	4	0.53
38	1	1.00
38	2	1.00
38	3	0.59
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	0.54
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	1.00
40	6	1.00
40	7	0.37
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.25
42	1	1.00
42	2	1.00
42	3	1.00
42	4	1.00
42	5	1.00
42	6	1.00
42	7	1.00
42	8	1.00
42	9	1.00
42	10	0.38
43	1	1.00
43	2	0.87
44	1	1.00
44	2	0.62
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	1.00
45	6	1.00
45	7	1.00
45	8	1.00
45	9	1.00
45	10	1.00
45	11	0.57
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	1.00
46	6	1.00
46	7	1.00
46	8	0.25
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	1.00
47	8	1.00
47	9	1.00
47	10	0.46
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	0.89
49	1	1.00
49	2	1.00
49	3	0.85
50	1	1.00
50	2	1.00
50	3	1.00
50	4	1.00
50	5	1.00
50	6	1.00
50	7	1.00
50	8	1.00
50	9	0.11
