p	r	R_p
1	1	1
1	2	0
1	3	1
1	4	1
1	5	1
1	6	0
1	7	1
1	8	0
1	9	0
1	10	1
1	11	0
1	12	0
1	13	1
1	14	1
1	15	1
1	16	1
1	17	0
1	18	1
1	19	1
1	20	0
1	21	1
1	22	0
1	23	0
1	24	0
1	25	1
1	26	0
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	0
1	33	1
1	34	1
1	35	0
1	36	1
1	37	1
1	38	1
1	39	1
1	40	0
2	1	1
2	2	0
2	3	0
2	4	1
2	5	0
2	6	0
2	7	1
2	8	0
2	9	0
2	10	1
2	11	0
2	12	0
2	13	1
2	14	0
2	15	0
2	16	1
2	17	0
2	18	1
2	19	1
2	20	0
2	21	0
2	22	0
2	23	0
2	24	0
2	25	0
2	26	0
2	27	1
2	28	0
2	29	1
2	30	1
2	31	1
2	32	0
2	33	1
2	34	1
2	35	0
2	36	1
2	37	1
2	38	1
2	39	0
2	40	0
3	1	0
3	2	1
3	3	1
3	4	1
3	5	1
3	6	0
3	7	1
3	8	0
3	9	0
3	10	1
3	11	1
3	12	0
3	13	1
3	14	1
3	15	1
3	16	0
3	17	1
3	18	0
3	19	1
3	20	0
3	21	1
3	22	0
3	23	1
3	24	1
3	25	1
3	26	0
3	27	1
3	28	1
3	29	0
3	30	1
3	31	0
3	32	0
3	33	1
3	34	1
3	35	1
3	36	0
3	37	0
3	38	1
3	39	1
3	40	0
4	1	0
4	2	1
4	3	0
4	4	1
4	5	0
4	6	1
4	7	1
4	8	0
4	9	1
4	10	1
4	11	1
4	12	0
4	13	1
4	14	0
4	15	0
4	16	0
4	17	1
4	18	0
4	19	1
4	20	0
4	21	0
4	22	1
4	23	1
4	24	1
4	25	0
4	26	0
4	27	1
4	28	0
4	29	0
4	30	1
4	31	0
4	32	0
4	33	1
4	34	1
4	35	1
4	36	0
4	37	0
4	38	1
4	39	0
4	40	1
5	1	1
5	2	0
5	3	0
5	4	1
5	5	0
5	6	0
5	7	1
5	8	0
5	9	0
5	10	1
5	11	0
5	12	0
5	13	1
5	14	0
5	15	0
5	16	1
5	17	0
5	18	1
5	19	1
5	20	0
5	21	0
5	22	0
5	23	0
5	24	0
5	25	0
5	26	0
5	27	1
5	28	0
5	29	1
5	30	1
5	31	1
5	32	0
5	33	1
5	34	1
5	35	0
5	36	1
5	37	1
5	38	1
5	39	0
5	40	0
6	1	0
6	2	1
6	3	1
6	4	1
6	5	1
6	6	0
6	7	1
6	8	0
6	9	0
6	10	1
6	11	1
6	12	0
6	13	1
6	14	1
6	15	1
6	16	0
6	17	1
6	18	0
6	19	1
6	20	0
6	21	1
6	22	0
6	23	1
6	24	1
6	25	1
6	26	0
6	27	1
6	28	1
6	29	0
6	30	1
