p	Fe	Ma
1	1	0
2	1	0
3	1	0
4	0	1
5	0	1
6	1	0
7	0	1
8	0	1
9	0	1
10	1	0
11	1	0
12	0	1
13	1	0
14	0	1
15	1	0
16	1	0
17	0	1
18	1	0
19	0	1
20	0	1
21	1	0
22	0	1
23	0	1
24	0	1
25	0	1
26	0	1
27	0	1
28	0	1
29	0	1
30	1	0
31	0	1
32	1	0
33	1	0
34	0	1
35	1	0
36	1	0
37	1	0
38	0	1
39	0	1
40	1	0
41	0	1
42	1	0
43	0	1
44	0	1
45	1	0
46	1	0
47	0	1
48	0	1
49	1	0
50	0	1
51	1	0
52	1	0
53	0	1
54	0	1
55	1	0
56	0	1
57	0	1
58	1	0
59	0	1
60	0	1
61	1	0
62	0	1
63	0	1
64	0	1
65	0	1
66	0	1
67	1	0
68	0	1
69	1	0
70	1	0
71	0	1
72	1	0
73	1	0
74	0	1
75	0	1
76	0	1
77	1	0
78	1	0
79	1	0
80	0	1
81	0	1
82	1	0
83	1	0
84	1	0
85	0	1
86	1	0
87	1	0
88	0	1
89	1	0
90	0	1
91	1	0
92	0	1
93	1	0
94	0	1
95	0	1
96	1	0
97	0	1
98	0	1
99	1	0
100	0	1
101	0	1
102	1	0
103	1	0
104	1	0
105	1	0
106	0	1
107	1	0
108	1	0
109	0	1
110	0	1
111	0	1
112	1	0
113	1	0
114	1	0
115	0	1
116	1	0
117	1	0
118	0	1
119	1	0
120	1	0
121	0	1
122	0	1
123	1	0
124	1	0
125	1	0
126	0	1
127	1	0
128	0	1
129	0	1
130	0	1
131	1	0
132	0	1
133	1	0
134	1	0
135	1	0
136	0	1
137	1	0
138	1	0
139	1	0
140	1	0
141	0	1
142	1	0
143	0	1
144	0	1
145	1	0
146	1	0
147	0	1
148	1	0
149	0	1
150	1	0
151	0	1
152	0	1
153	0	1
154	0	1
155	0	1
156	0	1
157	1	0
158	1	0
159	1	0
160	1	0
161	0	1
162	1	0
163	0	1
164	1	0
165	1	0
166	1	0
167	1	0
168	0	1
169	0	1
170	0	1
171	0	1
172	1	0
173	0	1
174	1	0
175	0	1
176	0	1
177	0	1
178	1	0
179	1	0
180	0	1
181	1	0
182	0	1
183	0	1
184	0	1
185	1	0
186	1	0
187	1	0
188	0	1
189	0	1
190	0	1
191	1	0
192	1	0
193	0	1
194	1	0
195	0	1
196	1	0
197	1	0
198	0	1
199	0	1
200	1	0
201	0	1
202	0	1
